Freq.	V(Vin)/I(V1)
1.17489755493952e-003	(9.18215672571774e+001dB,-1.79999999969162e+002°)
1.17760597352080e-003	(9.18215672571774e+001dB,-1.79999999969090e+002°)
1.18032063565172e-003	(9.18215672571774e+001dB,-1.79999999969019e+002°)
1.18304155572516e-003	(9.18215672571774e+001dB,-1.79999999968948e+002°)
1.18576874816716e-003	(9.18215672571774e+001dB,-1.79999999968876e+002°)
1.18850222743701e-003	(9.18215672571774e+001dB,-1.79999999968804e+002°)
1.19124200802737e-003	(9.18215672571774e+001dB,-1.79999999968732e+002°)
1.19398810446427e-003	(9.18215672571774e+001dB,-1.79999999968660e+002°)
1.19674053130724e-003	(9.18215672571774e+001dB,-1.79999999968588e+002°)
1.19949930314937e-003	(9.18215672571774e+001dB,-1.79999999968516e+002°)
1.20226443461741e-003	(9.18215672571774e+001dB,-1.79999999968443e+002°)
1.20503594037179e-003	(9.18215672571774e+001dB,-1.79999999968370e+002°)
1.20781383510677e-003	(9.18215672571774e+001dB,-1.79999999968298e+002°)
1.21059813355048e-003	(9.18215672571774e+001dB,-1.79999999968224e+002°)
1.21338885046497e-003	(9.18215672571774e+001dB,-1.79999999968151e+002°)
1.21618600064636e-003	(9.18215672571774e+001dB,-1.79999999968078e+002°)
1.21898959892486e-003	(9.18215672571774e+001dB,-1.79999999968004e+002°)
1.22179966016487e-003	(9.18215672571774e+001dB,-1.79999999967930e+002°)
1.22461619926504e-003	(9.18215672571774e+001dB,-1.79999999967856e+002°)
1.22743923115840e-003	(9.18215672571774e+001dB,-1.79999999967782e+002°)
1.23026877081238e-003	(9.18215672571774e+001dB,-1.79999999967708e+002°)
1.23310483322890e-003	(9.18215672571774e+001dB,-1.79999999967634e+002°)
1.23594743344450e-003	(9.18215672571774e+001dB,-1.79999999967559e+002°)
1.23879658653036e-003	(9.18215672571774e+001dB,-1.79999999967484e+002°)
1.24165230759240e-003	(9.18215672571774e+001dB,-1.79999999967409e+002°)
1.24451461177138e-003	(9.18215672571774e+001dB,-1.79999999967334e+002°)
1.24738351424294e-003	(9.18215672571774e+001dB,-1.79999999967259e+002°)
1.25025903021771e-003	(9.18215672571774e+001dB,-1.79999999967183e+002°)
1.25314117494141e-003	(9.18215672571774e+001dB,-1.79999999967108e+002°)
1.25602996369487e-003	(9.18215672571774e+001dB,-1.79999999967032e+002°)
1.25892541179416e-003	(9.18215672571774e+001dB,-1.79999999966956e+002°)
1.26182753459066e-003	(9.18215672571774e+001dB,-1.79999999966880e+002°)
1.26473634747114e-003	(9.18215672571774e+001dB,-1.79999999966803e+002°)
1.26765186585784e-003	(9.18215672571774e+001dB,-1.79999999966727e+002°)
1.27057410520853e-003	(9.18215672571774e+001dB,-1.79999999966650e+002°)
1.27350308101665e-003	(9.18215672571774e+001dB,-1.79999999966573e+002°)
1.27643880881134e-003	(9.18215672571774e+001dB,-1.79999999966496e+002°)
1.27938130415752e-003	(9.18215672571774e+001dB,-1.79999999966419e+002°)
1.28233058265601e-003	(9.18215672571774e+001dB,-1.79999999966342e+002°)
1.28528665994361e-003	(9.18215672571774e+001dB,-1.79999999966264e+002°)
1.28824955169313e-003	(9.18215672571774e+001dB,-1.79999999966186e+002°)
1.29121927361353e-003	(9.18215672571774e+001dB,-1.79999999966108e+002°)
1.29419584144998e-003	(9.18215672571774e+001dB,-1.79999999966030e+002°)
1.29717927098395e-003	(9.18215672571774e+001dB,-1.79999999965952e+002°)
1.30016957803328e-003	(9.18215672571774e+001dB,-1.79999999965873e+002°)
1.30316677845229e-003	(9.18215672571774e+001dB,-1.79999999965795e+002°)
1.30617088813183e-003	(9.18215672571774e+001dB,-1.79999999965716e+002°)
1.30918192299940e-003	(9.18215672571774e+001dB,-1.79999999965637e+002°)
1.31219989901919e-003	(9.18215672571774e+001dB,-1.79999999965558e+002°)
1.31522483219223e-003	(9.18215672571774e+001dB,-1.79999999965478e+002°)
1.31825673855640e-003	(9.18215672571774e+001dB,-1.79999999965399e+002°)
1.32129563418657e-003	(9.18215672571774e+001dB,-1.79999999965319e+002°)
1.32434153519466e-003	(9.18215672571774e+001dB,-1.79999999965239e+002°)
1.32739445772973e-003	(9.18215672571774e+001dB,-1.79999999965159e+002°)
1.33045441797808e-003	(9.18215672571774e+001dB,-1.79999999965078e+002°)
1.33352143216331e-003	(9.18215672571774e+001dB,-1.79999999964998e+002°)
1.33659551654643e-003	(9.18215672571774e+001dB,-1.79999999964917e+002°)
1.33967668742593e-003	(9.18215672571774e+001dB,-1.79999999964836e+002°)
1.34276496113785e-003	(9.18215672571774e+001dB,-1.79999999964755e+002°)
1.34586035405594e-003	(9.18215672571774e+001dB,-1.79999999964674e+002°)
1.34896288259164e-003	(9.18215672571774e+001dB,-1.79999999964593e+002°)
1.35207256319427e-003	(9.18215672571774e+001dB,-1.79999999964511e+002°)
1.35518941235103e-003	(9.18215672571774e+001dB,-1.79999999964429e+002°)
1.35831344658714e-003	(9.18215672571774e+001dB,-1.79999999964347e+002°)
1.36144468246594e-003	(9.18215672571774e+001dB,-1.79999999964265e+002°)
1.36458313658891e-003	(9.18215672571774e+001dB,-1.79999999964183e+002°)
1.36772882559584e-003	(9.18215672571774e+001dB,-1.79999999964100e+002°)
1.37088176616484e-003	(9.18215672571774e+001dB,-1.79999999964017e+002°)
1.37404197501250e-003	(9.18215672571774e+001dB,-1.79999999963934e+002°)
1.37720946889394e-003	(9.18215672571774e+001dB,-1.79999999963851e+002°)
1.38038426460287e-003	(9.18215672571774e+001dB,-1.79999999963768e+002°)
1.38356637897177e-003	(9.18215672571774e+001dB,-1.79999999963684e+002°)
1.38675582887188e-003	(9.18215672571774e+001dB,-1.79999999963601e+002°)
1.38995263121334e-003	(9.18215672571774e+001dB,-1.79999999963517e+002°)
1.39315680294529e-003	(9.18215672571774e+001dB,-1.79999999963433e+002°)
1.39636836105593e-003	(9.18215672571774e+001dB,-1.79999999963348e+002°)
1.39958732257261e-003	(9.18215672571774e+001dB,-1.79999999963264e+002°)
1.40281370456195e-003	(9.18215672571774e+001dB,-1.79999999963179e+002°)
1.40604752412990e-003	(9.18215672571774e+001dB,-1.79999999963094e+002°)
1.40928879842186e-003	(9.18215672571774e+001dB,-1.79999999963009e+002°)
1.41253754462274e-003	(9.18215672571774e+001dB,-1.79999999962924e+002°)
1.41579377995707e-003	(9.18215672571774e+001dB,-1.79999999962838e+002°)
1.41905752168908e-003	(9.18215672571774e+001dB,-1.79999999962753e+002°)
1.42232878712281e-003	(9.18215672571774e+001dB,-1.79999999962667e+002°)
1.42560759360218e-003	(9.18215672571774e+001dB,-1.79999999962581e+002°)
1.42889395851109e-003	(9.18215672571774e+001dB,-1.79999999962495e+002°)
1.43218789927353e-003	(9.18215672571774e+001dB,-1.79999999962408e+002°)
1.43548943335364e-003	(9.18215672571774e+001dB,-1.79999999962322e+002°)
1.43879857825583e-003	(9.18215672571774e+001dB,-1.79999999962235e+002°)
1.44211535152486e-003	(9.18215672571774e+001dB,-1.79999999962148e+002°)
1.44543977074592e-003	(9.18215672571774e+001dB,-1.79999999962060e+002°)
1.44877185354475e-003	(9.18215672571774e+001dB,-1.79999999961973e+002°)
1.45211161758773e-003	(9.18215672571774e+001dB,-1.79999999961885e+002°)
1.45545908058195e-003	(9.18215672571774e+001dB,-1.79999999961797e+002°)
1.45881426027534e-003	(9.18215672571774e+001dB,-1.79999999961709e+002°)
1.46217717445671e-003	(9.18215672571774e+001dB,-1.79999999961621e+002°)
1.46554784095590e-003	(9.18215672571774e+001dB,-1.79999999961533e+002°)
1.46892627764385e-003	(9.18215672571774e+001dB,-1.79999999961444e+002°)
1.47231250243271e-003	(9.18215672571774e+001dB,-1.79999999961355e+002°)
1.47570653327588e-003	(9.18215672571774e+001dB,-1.79999999961266e+002°)
1.47910838816819e-003	(9.18215672571774e+001dB,-1.79999999961177e+002°)
1.48251808514594e-003	(9.18215672571774e+001dB,-1.79999999961087e+002°)
1.48593564228699e-003	(9.18215672571774e+001dB,-1.79999999960997e+002°)
1.48936107771090e-003	(9.18215672571774e+001dB,-1.79999999960908e+002°)
1.49279440957898e-003	(9.18215672571774e+001dB,-1.79999999960817e+002°)
1.49623565609442e-003	(9.18215672571774e+001dB,-1.79999999960727e+002°)
1.49968483550236e-003	(9.18215672571774e+001dB,-1.79999999960637e+002°)
1.50314196609001e-003	(9.18215672571774e+001dB,-1.79999999960546e+002°)
1.50660706618673e-003	(9.18215672571774e+001dB,-1.79999999960455e+002°)
1.51008015416413e-003	(9.18215672571774e+001dB,-1.79999999960364e+002°)
1.51356124843619e-003	(9.18215672571774e+001dB,-1.79999999960272e+002°)
1.51705036745932e-003	(9.18215672571774e+001dB,-1.79999999960181e+002°)
1.52054752973248e-003	(9.18215672571774e+001dB,-1.79999999960089e+002°)
1.52405275379728e-003	(9.18215672571774e+001dB,-1.79999999959997e+002°)
1.52756605823806e-003	(9.18215672571774e+001dB,-1.79999999959905e+002°)
1.53108746168202e-003	(9.18215672571774e+001dB,-1.79999999959812e+002°)
1.53461698279928e-003	(9.18215672571774e+001dB,-1.79999999959720e+002°)
1.53815464030302e-003	(9.18215672571774e+001dB,-1.79999999959627e+002°)
1.54170045294954e-003	(9.18215672571774e+001dB,-1.79999999959534e+002°)
1.54525443953840e-003	(9.18215672571774e+001dB,-1.79999999959440e+002°)
1.54881661891247e-003	(9.18215672571774e+001dB,-1.79999999959347e+002°)
1.55238700995807e-003	(9.18215672571774e+001dB,-1.79999999959253e+002°)
1.55596563160506e-003	(9.18215672571774e+001dB,-1.79999999959159e+002°)
1.55955250282694e-003	(9.18215672571774e+001dB,-1.79999999959065e+002°)
1.56314764264094e-003	(9.18215672571774e+001dB,-1.79999999958971e+002°)
1.56675107010813e-003	(9.18215672571774e+001dB,-1.79999999958876e+002°)
1.57036280433354e-003	(9.18215672571774e+001dB,-1.79999999958781e+002°)
1.57398286446620e-003	(9.18215672571774e+001dB,-1.79999999958686e+002°)
1.57761126969933e-003	(9.18215672571774e+001dB,-1.79999999958591e+002°)
1.58124803927037e-003	(9.18215672571774e+001dB,-1.79999999958496e+002°)
1.58489319246110e-003	(9.18215672571774e+001dB,-1.79999999958400e+002°)
1.58854674859776e-003	(9.18215672571774e+001dB,-1.79999999958304e+002°)
1.59220872705115e-003	(9.18215672571774e+001dB,-1.79999999958208e+002°)
1.59587914723672e-003	(9.18215672571774e+001dB,-1.79999999958112e+002°)
1.59955802861465e-003	(9.18215672571774e+001dB,-1.79999999958015e+002°)
1.60324539069002e-003	(9.18215672571774e+001dB,-1.79999999957918e+002°)
1.60694125301286e-003	(9.18215672571774e+001dB,-1.79999999957821e+002°)
1.61064563517825e-003	(9.18215672571774e+001dB,-1.79999999957724e+002°)
1.61435855682647e-003	(9.18215672571774e+001dB,-1.79999999957627e+002°)
1.61808003764305e-003	(9.18215672571774e+001dB,-1.79999999957529e+002°)
1.62181009735891e-003	(9.18215672571774e+001dB,-1.79999999957431e+002°)
1.62554875575047e-003	(9.18215672571774e+001dB,-1.79999999957333e+002°)
1.62929603263970e-003	(9.18215672571774e+001dB,-1.79999999957235e+002°)
1.63305194789432e-003	(9.18215672571774e+001dB,-1.79999999957136e+002°)
1.63681652142779e-003	(9.18215672571774e+001dB,-1.79999999957037e+002°)
1.64058977319952e-003	(9.18215672571774e+001dB,-1.79999999956938e+002°)
1.64437172321491e-003	(9.18215672571774e+001dB,-1.79999999956839e+002°)
1.64816239152549e-003	(9.18215672571774e+001dB,-1.79999999956739e+002°)
1.65196179822900e-003	(9.18215672571774e+001dB,-1.79999999956640e+002°)
1.65576996346951e-003	(9.18215672571774e+001dB,-1.79999999956540e+002°)
1.65958690743754e-003	(9.18215672571774e+001dB,-1.79999999956439e+002°)
1.66341265037015e-003	(9.18215672571774e+001dB,-1.79999999956339e+002°)
1.66724721255104e-003	(9.18215672571774e+001dB,-1.79999999956238e+002°)
1.67109061431069e-003	(9.18215672571774e+001dB,-1.79999999956138e+002°)
1.67494287602642e-003	(9.18215672571774e+001dB,-1.79999999956036e+002°)
1.67880401812254e-003	(9.18215672571774e+001dB,-1.79999999955935e+002°)
1.68267406107045e-003	(9.18215672571774e+001dB,-1.79999999955833e+002°)
1.68655302538872e-003	(9.18215672571774e+001dB,-1.79999999955732e+002°)
1.69044093164324e-003	(9.18215672571774e+001dB,-1.79999999955630e+002°)
1.69433780044731e-003	(9.18215672571774e+001dB,-1.79999999955527e+002°)
1.69824365246172e-003	(9.18215672571774e+001dB,-1.79999999955425e+002°)
1.70215850839493e-003	(9.18215672571774e+001dB,-1.79999999955322e+002°)
1.70608238900310e-003	(9.18215672571774e+001dB,-1.79999999955219e+002°)
1.71001531509027e-003	(9.18215672571774e+001dB,-1.79999999955116e+002°)
1.71395730750840e-003	(9.18215672571774e+001dB,-1.79999999955012e+002°)
1.71790838715757e-003	(9.18215672571774e+001dB,-1.79999999954909e+002°)
1.72186857498599e-003	(9.18215672571774e+001dB,-1.79999999954805e+002°)
1.72583789199018e-003	(9.18215672571774e+001dB,-1.79999999954701e+002°)
1.72981635921508e-003	(9.18215672571774e+001dB,-1.79999999954596e+002°)
1.73380399775412e-003	(9.18215672571774e+001dB,-1.79999999954491e+002°)
1.73780082874935e-003	(9.18215672571774e+001dB,-1.79999999954386e+002°)
1.74180687339159e-003	(9.18215672571774e+001dB,-1.79999999954281e+002°)
1.74582215292048e-003	(9.18215672571774e+001dB,-1.79999999954176e+002°)
1.74984668862464e-003	(9.18215672571774e+001dB,-1.79999999954070e+002°)
1.75388050184174e-003	(9.18215672571774e+001dB,-1.79999999953964e+002°)
1.75792361395867e-003	(9.18215672571774e+001dB,-1.79999999953858e+002°)
1.76197604641161e-003	(9.18215672571774e+001dB,-1.79999999953752e+002°)
1.76603782068614e-003	(9.18215672571774e+001dB,-1.79999999953645e+002°)
1.77010895831740e-003	(9.18215672571774e+001dB,-1.79999999953538e+002°)
1.77418948089014e-003	(9.18215672571774e+001dB,-1.79999999953431e+002°)
1.77827941003890e-003	(9.18215672571774e+001dB,-1.79999999953324e+002°)
1.78237876744807e-003	(9.18215672571774e+001dB,-1.79999999953216e+002°)
1.78648757485203e-003	(9.18215672571774e+001dB,-1.79999999953109e+002°)
1.79060585403527e-003	(9.18215672571774e+001dB,-1.79999999953001e+002°)
1.79473362683250e-003	(9.18215672571774e+001dB,-1.79999999952892e+002°)
1.79887091512876e-003	(9.18215672571774e+001dB,-1.79999999952784e+002°)
1.80301774085954e-003	(9.18215672571774e+001dB,-1.79999999952675e+002°)
1.80717412601090e-003	(9.18215672571774e+001dB,-1.79999999952566e+002°)
1.81134009261958e-003	(9.18215672571774e+001dB,-1.79999999952456e+002°)
1.81551566277311e-003	(9.18215672571774e+001dB,-1.79999999952347e+002°)
1.81970085860996e-003	(9.18215672571774e+001dB,-1.79999999952237e+002°)
1.82389570231961e-003	(9.18215672571774e+001dB,-1.79999999952127e+002°)
1.82810021614272e-003	(9.18215672571774e+001dB,-1.79999999952016e+002°)
1.83231442237119e-003	(9.18215672571774e+001dB,-1.79999999951906e+002°)
1.83653834334832e-003	(9.18215672571774e+001dB,-1.79999999951795e+002°)
1.84077200146893e-003	(9.18215672571774e+001dB,-1.79999999951684e+002°)
1.84501541917945e-003	(9.18215672571774e+001dB,-1.79999999951572e+002°)
1.84926861897805e-003	(9.18215672571774e+001dB,-1.79999999951461e+002°)
1.85353162341479e-003	(9.18215672571774e+001dB,-1.79999999951349e+002°)
1.85780445509167e-003	(9.18215672571774e+001dB,-1.79999999951237e+002°)
1.86208713666284e-003	(9.18215672571774e+001dB,-1.79999999951124e+002°)
1.86637969083464e-003	(9.18215672571774e+001dB,-1.79999999951012e+002°)
1.87068214036577e-003	(9.18215672571774e+001dB,-1.79999999950899e+002°)
1.87499450806739e-003	(9.18215672571774e+001dB,-1.79999999950785e+002°)
1.87931681680324e-003	(9.18215672571774e+001dB,-1.79999999950672e+002°)
1.88364908948977e-003	(9.18215672571774e+001dB,-1.79999999950558e+002°)
1.88799134909627e-003	(9.18215672571774e+001dB,-1.79999999950444e+002°)
1.89234361864495e-003	(9.18215672571774e+001dB,-1.79999999950330e+002°)
1.89670592121112e-003	(9.18215672571774e+001dB,-1.79999999950216e+002°)
1.90107827992327e-003	(9.18215672571774e+001dB,-1.79999999950101e+002°)
1.90546071796322e-003	(9.18215672571774e+001dB,-1.79999999949986e+002°)
1.90985325856621e-003	(9.18215672571774e+001dB,-1.79999999949871e+002°)
1.91425592502106e-003	(9.18215672571774e+001dB,-1.79999999949755e+002°)
1.91866874067026e-003	(9.18215672571774e+001dB,-1.79999999949639e+002°)
1.92309172891013e-003	(9.18215672571774e+001dB,-1.79999999949523e+002°)
1.92752491319091e-003	(9.18215672571774e+001dB,-1.79999999949407e+002°)
1.93196831701689e-003	(9.18215672571774e+001dB,-1.79999999949290e+002°)
1.93642196394658e-003	(9.18215672571774e+001dB,-1.79999999949173e+002°)
1.94088587759275e-003	(9.18215672571774e+001dB,-1.79999999949056e+002°)
1.94536008162263e-003	(9.18215672571774e+001dB,-1.79999999948939e+002°)
1.94984459975802e-003	(9.18215672571774e+001dB,-1.79999999948821e+002°)
1.95433945577536e-003	(9.18215672571774e+001dB,-1.79999999948703e+002°)
1.95884467350596e-003	(9.18215672571774e+001dB,-1.79999999948585e+002°)
1.96336027683602e-003	(9.18215672571774e+001dB,-1.79999999948466e+002°)
1.96788628970681e-003	(9.18215672571774e+001dB,-1.79999999948347e+002°)
1.97242273611482e-003	(9.18215672571774e+001dB,-1.79999999948228e+002°)
1.97696964011183e-003	(9.18215672571775e+001dB,-1.79999999948109e+002°)
1.98152702580507e-003	(9.18215672571775e+001dB,-1.79999999947989e+002°)
1.98609491735734e-003	(9.18215672571775e+001dB,-1.79999999947869e+002°)
1.99067333898716e-003	(9.18215672571775e+001dB,-1.79999999947749e+002°)
1.99526231496885e-003	(9.18215672571775e+001dB,-1.79999999947629e+002°)
1.99986186963271e-003	(9.18215672571775e+001dB,-1.79999999947508e+002°)
2.00447202736513e-003	(9.18215672571775e+001dB,-1.79999999947387e+002°)
2.00909281260870e-003	(9.18215672571775e+001dB,-1.79999999947266e+002°)
2.01372424986236e-003	(9.18215672571775e+001dB,-1.79999999947144e+002°)
2.01836636368153e-003	(9.18215672571775e+001dB,-1.79999999947022e+002°)
2.02301917867824e-003	(9.18215672571775e+001dB,-1.79999999946900e+002°)
2.02768271952125e-003	(9.18215672571775e+001dB,-1.79999999946778e+002°)
2.03235701093619e-003	(9.18215672571775e+001dB,-1.79999999946655e+002°)
2.03704207770569e-003	(9.18215672571775e+001dB,-1.79999999946532e+002°)
2.04173794466950e-003	(9.18215672571775e+001dB,-1.79999999946409e+002°)
2.04644463672464e-003	(9.18215672571775e+001dB,-1.79999999946285e+002°)
2.05116217882553e-003	(9.18215672571775e+001dB,-1.79999999946161e+002°)
2.05589059598411e-003	(9.18215672571775e+001dB,-1.79999999946037e+002°)
2.06062991326997e-003	(9.18215672571775e+001dB,-1.79999999945913e+002°)
2.06538015581050e-003	(9.18215672571775e+001dB,-1.79999999945788e+002°)
2.07014134879101e-003	(9.18215672571775e+001dB,-1.79999999945663e+002°)
2.07491351745488e-003	(9.18215672571775e+001dB,-1.79999999945538e+002°)
2.07969668710366e-003	(9.18215672571775e+001dB,-1.79999999945412e+002°)
2.08449088309725e-003	(9.18215672571775e+001dB,-1.79999999945287e+002°)
2.08929613085401e-003	(9.18215672571775e+001dB,-1.79999999945160e+002°)
2.09411245585086e-003	(9.18215672571775e+001dB,-1.79999999945034e+002°)
2.09893988362349e-003	(9.18215672571775e+001dB,-1.79999999944907e+002°)
2.10377843976644e-003	(9.18215672571775e+001dB,-1.79999999944780e+002°)
2.10862814993325e-003	(9.18215672571775e+001dB,-1.79999999944653e+002°)
2.11348903983661e-003	(9.18215672571775e+001dB,-1.79999999944526e+002°)
2.11836113524847e-003	(9.18215672571775e+001dB,-1.79999999944398e+002°)
2.12324446200018e-003	(9.18215672571775e+001dB,-1.79999999944269e+002°)
2.12813904598268e-003	(9.18215672571775e+001dB,-1.79999999944141e+002°)
2.13304491314654e-003	(9.18215672571775e+001dB,-1.79999999944012e+002°)
2.13796208950220e-003	(9.18215672571775e+001dB,-1.79999999943883e+002°)
2.14289060112002e-003	(9.18215672571775e+001dB,-1.79999999943754e+002°)
2.14783047413050e-003	(9.18215672571775e+001dB,-1.79999999943624e+002°)
2.15278173472434e-003	(9.18215672571775e+001dB,-1.79999999943494e+002°)
2.15774440915263e-003	(9.18215672571775e+001dB,-1.79999999943364e+002°)
2.16271852372698e-003	(9.18215672571775e+001dB,-1.79999999943233e+002°)
2.16770410481966e-003	(9.18215672571775e+001dB,-1.79999999943102e+002°)
2.17270117886371e-003	(9.18215672571775e+001dB,-1.79999999942971e+002°)
2.17770977235312e-003	(9.18215672571775e+001dB,-1.79999999942840e+002°)
2.18272991184296e-003	(9.18215672571775e+001dB,-1.79999999942708e+002°)
2.18776162394951e-003	(9.18215672571775e+001dB,-1.79999999942576e+002°)
2.19280493535041e-003	(9.18215672571775e+001dB,-1.79999999942444e+002°)
2.19785987278479e-003	(9.18215672571775e+001dB,-1.79999999942311e+002°)
2.20292646305342e-003	(9.18215672571775e+001dB,-1.79999999942178e+002°)
2.20800473301886e-003	(9.18215672571775e+001dB,-1.79999999942045e+002°)
2.21309470960560e-003	(9.18215672571775e+001dB,-1.79999999941911e+002°)
2.21819641980018e-003	(9.18215672571775e+001dB,-1.79999999941777e+002°)
2.22330989065136e-003	(9.18215672571775e+001dB,-1.79999999941643e+002°)
2.22843514927026e-003	(9.18215672571775e+001dB,-1.79999999941508e+002°)
2.23357222283049e-003	(9.18215672571775e+001dB,-1.79999999941374e+002°)
2.23872113856830e-003	(9.18215672571775e+001dB,-1.79999999941238e+002°)
2.24388192378273e-003	(9.18215672571775e+001dB,-1.79999999941103e+002°)
2.24905460583574e-003	(9.18215672571775e+001dB,-1.79999999940967e+002°)
2.25423921215239e-003	(9.18215672571775e+001dB,-1.79999999940831e+002°)
2.25943577022094e-003	(9.18215672571775e+001dB,-1.79999999940695e+002°)
2.26464430759302e-003	(9.18215672571775e+001dB,-1.79999999940558e+002°)
2.26986485188378e-003	(9.18215672571775e+001dB,-1.79999999940421e+002°)
2.27509743077203e-003	(9.18215672571775e+001dB,-1.79999999940284e+002°)
