Freq.	V(Vi)/I(V1)
1.21059813355048e+002	(1.13749120757391e+002dB,9.00000102394232e+001°)
1.21338885046497e+002	(1.13729120726963e+002dB,9.00000102630410e+001°)
1.21618600064636e+002	(1.13709120696394e+002dB,9.00000102867092e+001°)
1.21898959892486e+002	(1.13689120665684e+002dB,9.00000103103447e+001°)
1.22179966016487e+002	(1.13669120634832e+002dB,9.00000103341691e+001°)
1.22461619926504e+002	(1.13649120603838e+002dB,9.00000103579709e+001°)
1.22743923115840e+002	(1.13629120572700e+002dB,9.00000103819041e+001°)
1.23026877081238e+002	(1.13609120541419e+002dB,9.00000104057533e+001°)
1.23310483322890e+002	(1.13589120509994e+002dB,9.00000104297278e+001°)
1.23594743344450e+002	(1.13569120478423e+002dB,9.00000104538504e+001°)
1.23879658653036e+002	(1.13549120446707e+002dB,9.00000104778988e+001°)
1.24165230759240e+002	(1.13529120414845e+002dB,9.00000105020125e+001°)
1.24451461177138e+002	(1.13509120382835e+002dB,9.00000105262668e+001°)
1.24738351424294e+002	(1.13489120350678e+002dB,9.00000105504929e+001°)
1.25025903021771e+002	(1.13469120318372e+002dB,9.00000105748811e+001°)
1.25314117494141e+002	(1.13449120285917e+002dB,9.00000105991979e+001°)
1.25602996369487e+002	(1.13429120253312e+002dB,9.00000106236872e+001°)
1.25892541179416e+002	(1.13409120220557e+002dB,9.00000106481709e+001°)
1.26182753459066e+002	(1.13389120187650e+002dB,9.00000106726478e+001°)
1.26473634747114e+002	(1.13369120154592e+002dB,9.00000106972923e+001°)
1.26765186585784e+002	(1.13349120121381e+002dB,9.00000107219784e+001°)
1.27057410520853e+002	(1.13329120088017e+002dB,9.00000107466374e+001°)
1.27350308101665e+002	(1.13309120054499e+002dB,9.00000107714344e+001°)
1.27643880881134e+002	(1.13289120020826e+002dB,9.00000107962361e+001°)
1.27938130415752e+002	(1.13269119986997e+002dB,9.00000108212009e+001°)
1.28233058265601e+002	(1.13249119953013e+002dB,9.00000108460736e+001°)
1.28528665994361e+002	(1.13229119918871e+002dB,9.00000108711820e+001°)
1.28824955169313e+002	(1.13209119884572e+002dB,9.00000108962076e+001°)
1.29121927361353e+002	(1.13189119850115e+002dB,9.00000109213551e+001°)
1.29419584144998e+002	(1.13169119815499e+002dB,9.00000109464764e+001°)
1.29717927098395e+002	(1.13149119780723e+002dB,9.00000109717692e+001°)
1.30016957803328e+002	(1.13129119745786e+002dB,9.00000109970226e+001°)
1.30316677845229e+002	(1.13109119710688e+002dB,9.00000110223125e+001°)
1.30617088813183e+002	(1.13089119675428e+002dB,9.00000110477690e+001°)
1.30918192299940e+002	(1.13069119640006e+002dB,9.00000110732314e+001°)
1.31219989901920e+002	(1.13049119604419e+002dB,9.00000110987663e+001°)
1.31522483219223e+002	(1.13029119568669e+002dB,9.00000111243230e+001°)
1.31825673855640e+002	(1.13009119532754e+002dB,9.00000111500189e+001°)
1.32129563418657e+002	(1.12989119496672e+002dB,9.00000111756837e+001°)
1.32434153519466e+002	(1.12969119460425e+002dB,9.00000112014289e+001°)
1.32739445772973e+002	(1.12949119424010e+002dB,9.00000112273057e+001°)
1.33045441797808e+002	(1.12929119387426e+002dB,9.00000112531927e+001°)
1.33352143216332e+002	(1.12909119350674e+002dB,9.00000112791355e+001°)
1.33659551654643e+002	(1.12889119313753e+002dB,9.00000113051205e+001°)
1.33967668742593e+002	(1.12869119276661e+002dB,9.00000113311309e+001°)
1.34276496113786e+002	(1.12849119239397e+002dB,9.00000113573149e+001°)
1.34586035405594e+002	(1.12829119201962e+002dB,9.00000113834822e+001°)
1.34896288259165e+002	(1.12809119164354e+002dB,9.00000114097191e+001°)
1.35207256319427e+002	(1.12789119126572e+002dB,9.00000114359974e+001°)
1.35518941235103e+002	(1.12769119088616e+002dB,9.00000114624521e+001°)
1.35831344658715e+002	(1.12749119050485e+002dB,9.00000114888276e+001°)
1.36144468246594e+002	(1.12729119012178e+002dB,9.00000115153635e+001°)
1.36458313658892e+002	(1.12709118973694e+002dB,9.00000115418545e+001°)
1.36772882559584e+002	(1.12689118935032e+002dB,9.00000115684780e+001°)
1.37088176616484e+002	(1.12669118896192e+002dB,9.00000115951335e+001°)
1.37404197501251e+002	(1.12649118857172e+002dB,9.00000116219365e+001°)
1.37720946889394e+002	(1.12629118817973e+002dB,9.00000116486174e+001°)
1.38038426460288e+002	(1.12609118778592e+002dB,9.00000116755037e+001°)
1.38356637897177e+002	(1.12589118739030e+002dB,9.00000117024289e+001°)
1.38675582887188e+002	(1.12569118699285e+002dB,9.00000117293335e+001°)
1.38995263121334e+002	(1.12549118659357e+002dB,9.00000117564251e+001°)
1.39315680294529e+002	(1.12529118619244e+002dB,9.00000117835294e+001°)
1.39636836105593e+002	(1.12509118578946e+002dB,9.00000118106858e+001°)
1.39958732257261e+002	(1.12489118538463e+002dB,9.00000118379303e+001°)
1.40281370456195e+002	(1.12469118497792e+002dB,9.00000118651883e+001°)
1.40604752412990e+002	(1.12449118456934e+002dB,9.00000118925964e+001°)
1.40928879842186e+002	(1.12429118415887e+002dB,9.00000119199677e+001°)
1.41253754462274e+002	(1.12409118374650e+002dB,9.00000119474853e+001°)
1.41579377995707e+002	(1.12389118333223e+002dB,9.00000119750101e+001°)
1.41905752168908e+002	(1.12369118291605e+002dB,9.00000120026122e+001°)
1.42232878712281e+002	(1.12349118249795e+002dB,9.00000120303055e+001°)
1.42560759360218e+002	(1.12329118207792e+002dB,9.00000120579955e+001°)
1.42889395851109e+002	(1.12309118165595e+002dB,9.00000120857953e+001°)
1.43218789927353e+002	(1.12289118123204e+002dB,9.00000121136043e+001°)
1.43548943335365e+002	(1.12269118080616e+002dB,9.00000121415812e+001°)
1.43879857825583e+002	(1.12249118037832e+002dB,9.00000121696192e+001°)
1.44211535152486e+002	(1.12229117994851e+002dB,9.00000121976616e+001°)
1.44543977074592e+002	(1.12209117951671e+002dB,9.00000122257527e+001°)
1.44877185354475e+002	(1.12189117908292e+002dB,9.00000122538817e+001°)
1.45211161758773e+002	(1.12169117864712e+002dB,9.00000122821894e+001°)
1.45545908058195e+002	(1.12149117820932e+002dB,9.00000123104516e+001°)
1.45881426027534e+002	(1.12129117776949e+002dB,9.00000123389057e+001°)
1.46217717445671e+002	(1.12109117732764e+002dB,9.00000123673734e+001°)
1.46554784095590e+002	(1.12089117688374e+002dB,9.00000123958795e+001°)
1.46892627764385e+002	(1.12069117643779e+002dB,9.00000124243945e+001°)
1.47231250243271e+002	(1.12049117598979e+002dB,9.00000124530895e+001°)
1.47570653327588e+002	(1.12029117553972e+002dB,9.00000124816736e+001°)
1.47910838816819e+002	(1.12009117508757e+002dB,9.00000125105144e+001°)
1.48251808514594e+002	(1.11989117463334e+002dB,9.00000125393660e+001°)
1.48593564228699e+002	(1.11969117417700e+002dB,9.00000125682337e+001°)
1.48936107771090e+002	(1.11949117371857e+002dB,9.00000125972205e+001°)
1.49279440957898e+002	(1.11929117325801e+002dB,9.00000126263246e+001°)
1.49623565609442e+002	(1.11909117279533e+002dB,9.00000126553403e+001°)
1.49968483550236e+002	(1.11889117233051e+002dB,9.00000126845108e+001°)
1.50314196609001e+002	(1.11869117186355e+002dB,9.00000127138245e+001°)
1.50660706618673e+002	(1.11849117139444e+002dB,9.00000127431169e+001°)
1.51008015416413e+002	(1.11829117092315e+002dB,9.00000127724704e+001°)
1.51356124843619e+002	(1.11809117044970e+002dB,9.00000128019632e+001°)
1.51705036745932e+002	(1.11789116997405e+002dB,9.00000128314223e+001°)
1.52054752973248e+002	(1.11769116949621e+002dB,9.00000128610184e+001°)
1.52405275379728e+002	(1.11749116901617e+002dB,9.00000128906220e+001°)
1.52756605823806e+002	(1.11729116853391e+002dB,9.00000129203467e+001°)
1.53108746168202e+002	(1.11709116804942e+002dB,9.00000129501063e+001°)
1.53461698279928e+002	(1.11689116756270e+002dB,9.00000129800070e+001°)
1.53815464030302e+002	(1.11669116707373e+002dB,9.00000130099074e+001°)
1.54170045294954e+002	(1.11649116658251e+002dB,9.00000130399071e+001°)
1.54525443953840e+002	(1.11629116608901e+002dB,9.00000130699070e+001°)
1.54881661891247e+002	(1.11609116559324e+002dB,9.00000131000965e+001°)
1.55238700995807e+002	(1.11589116509518e+002dB,9.00000131303699e+001°)
1.55596563160506e+002	(1.11569116459482e+002dB,9.00000131605708e+001°)
1.55955250282694e+002	(1.11549116409216e+002dB,9.00000131908775e+001°)
1.56314764264094e+002	(1.11529116358717e+002dB,9.00000132213195e+001°)
1.56675107010813e+002	(1.11509116307985e+002dB,9.00000132518746e+001°)
1.57036280433354e+002	(1.11489116257019e+002dB,9.00000132823742e+001°)
1.57398286446620e+002	(1.11469116205818e+002dB,9.00000133129336e+001°)
1.57761126969933e+002	(1.11449116154380e+002dB,9.00000133436638e+001°)
1.58124803927037e+002	(1.11429116102705e+002dB,9.00000133744340e+001°)
1.58489319246110e+002	(1.11409116050791e+002dB,9.00000134052534e+001°)
1.58854674859776e+002	(1.11389115998638e+002dB,9.00000134361747e+001°)
1.59220872705115e+002	(1.11369115946244e+002dB,9.00000134671053e+001°)
1.59587914723672e+002	(1.11349115893608e+002dB,9.00000134982320e+001°)
1.59955802861465e+002	(1.11329115840729e+002dB,9.00000135292677e+001°)
1.60324539069002e+002	(1.11309115787607e+002dB,9.00000135604857e+001°)
1.60694125301286e+002	(1.11289115734239e+002dB,9.00000135917332e+001°)
1.61064563517825e+002	(1.11269115680624e+002dB,9.00000136230882e+001°)
1.61435855682647e+002	(1.11249115626762e+002dB,9.00000136544386e+001°)
1.61808003764305e+002	(1.11229115572652e+002dB,9.00000136859016e+001°)
1.62181009735891e+002	(1.11209115518292e+002dB,9.00000137174975e+001°)
1.62554875575047e+002	(1.11189115463680e+002dB,9.00000137491041e+001°)
1.62929603263970e+002	(1.11169115408817e+002dB,9.00000137807812e+001°)
1.63305194789432e+002	(1.11149115353701e+002dB,9.00000138126304e+001°)
1.63681652142779e+002	(1.11129115298330e+002dB,9.00000138443822e+001°)
1.64058977319952e+002	(1.11109115242704e+002dB,9.00000138763603e+001°)
1.64437172321491e+002	(1.11089115186820e+002dB,9.00000139082889e+001°)
1.64816239152549e+002	(1.11069115130679e+002dB,9.00000139404374e+001°)
1.65196179822900e+002	(1.11049115074279e+002dB,9.00000139725242e+001°)
1.65576996346951e+002	(1.11029115017618e+002dB,9.00000140047648e+001°)
1.65958690743754e+002	(1.11009114960696e+002dB,9.00000140370531e+001°)
1.66341265037015e+002	(1.10989114903511e+002dB,9.00000140694155e+001°)
1.66724721255104e+002	(1.10969114846062e+002dB,9.00000141018294e+001°)
1.67109061431069e+002	(1.10949114788348e+002dB,9.00000141343139e+001°)
1.67494287602642e+002	(1.10929114730368e+002dB,9.00000141668841e+001°)
1.67880401812254e+002	(1.10909114672120e+002dB,9.00000141995068e+001°)
1.68267406107045e+002	(1.10889114613603e+002dB,9.00000142323683e+001°)
1.68655302538872e+002	(1.10869114554816e+002dB,9.00000142651157e+001°)
1.69044093164324e+002	(1.10849114495758e+002dB,9.00000142979728e+001°)
1.69433780044731e+002	(1.10829114436427e+002dB,9.00000143309359e+001°)
1.69824365246172e+002	(1.10809114376822e+002dB,9.00000143640422e+001°)
1.70215850839493e+002	(1.10789114316942e+002dB,9.00000143971045e+001°)
1.70608238900310e+002	(1.10769114256786e+002dB,9.00000144302850e+001°)
1.71001531509027e+002	(1.10749114196352e+002dB,9.00000144635218e+001°)
1.71395730750840e+002	(1.10729114135639e+002dB,9.00000144969245e+001°)
1.71790838715757e+002	(1.10709114074646e+002dB,9.00000145303365e+001°)
1.72186857498599e+002	(1.10689114013371e+002dB,9.00000145638598e+001°)
1.72583789199018e+002	(1.10669113951813e+002dB,9.00000145974181e+001°)
1.72981635921508e+002	(1.10649113889972e+002dB,9.00000146310621e+001°)
1.73380399775412e+002	(1.10629113827844e+002dB,9.00000146647517e+001°)
1.73780082874935e+002	(1.10609113765430e+002dB,9.00000146985730e+001°)
1.74180687339159e+002	(1.10589113702729e+002dB,9.00000147324782e+001°)
1.74582215292048e+002	(1.10569113639737e+002dB,9.00000147664592e+001°)
1.74984668862463e+002	(1.10549113576455e+002dB,9.00000148004614e+001°)
1.75388050184174e+002	(1.10529113512881e+002dB,9.00000148345550e+001°)
1.75792361395867e+002	(1.10509113449013e+002dB,9.00000148687632e+001°)
1.76197604641161e+002	(1.10489113384850e+002dB,9.00000149030625e+001°)
1.76603782068614e+002	(1.10469113320392e+002dB,9.00000149373836e+001°)
1.77010895831740e+002	(1.10449113255636e+002dB,9.00000149718230e+001°)
1.77418948089014e+002	(1.10429113190580e+002dB,9.00000150063461e+001°)
1.77827941003890e+002	(1.10409113125225e+002dB,9.00000150409566e+001°)
1.78237876744807e+002	(1.10389113059568e+002dB,9.00000150756546e+001°)
1.78648757485203e+002	(1.10369112993608e+002dB,9.00000151103522e+001°)
1.79060585403527e+002	(1.10349112927343e+002dB,9.00000151452097e+001°)
1.79473362683250e+002	(1.10329112860773e+002dB,9.00000151801313e+001°)
1.79887091512876e+002	(1.10309112793895e+002dB,9.00000152151433e+001°)
1.80301774085954e+002	(1.10289112726709e+002dB,9.00000152502264e+001°)
1.80717412601090e+002	(1.10269112659212e+002dB,9.00000152853573e+001°)
1.81134009261958e+002	(1.10249112591404e+002dB,9.00000153205506e+001°)
1.81551566277311e+002	(1.10229112523283e+002dB,9.00000153558993e+001°)
1.81970085860996e+002	(1.10209112454848e+002dB,9.00000153913267e+001°)
1.82389570231961e+002	(1.10189112386096e+002dB,9.00000154268354e+001°)
1.82810021614272e+002	(1.10169112317028e+002dB,9.00000154623006e+001°)
1.83231442237119e+002	(1.10149112247640e+002dB,9.00000154980449e+001°)
1.83653834334832e+002	(1.10129112177932e+002dB,9.00000155337310e+001°)
1.84077200146893e+002	(1.10109112107903e+002dB,9.00000155695091e+001°)
1.84501541917945e+002	(1.10089112037550e+002dB,9.00000156054430e+001°)
1.84926861897805e+002	(1.10069111966872e+002dB,9.00000156413890e+001°)
1.85353162341478e+002	(1.10049111895868e+002dB,9.00000156774437e+001°)
1.85780445509167e+002	(1.10029111824537e+002dB,9.00000157135370e+001°)
1.86208713666284e+002	(1.10009111752876e+002dB,9.00000157497970e+001°)
1.86637969083464e+002	(1.09989111680885e+002dB,9.00000157860652e+001°)
1.87068214036577e+002	(1.09969111608561e+002dB,9.00000158225013e+001°)
1.87499450806739e+002	(1.09949111535903e+002dB,9.00000158589794e+001°)
1.87931681680324e+002	(1.09929111462910e+002dB,9.00000158955303e+001°)
1.88364908948977e+002	(1.09909111389580e+002dB,9.00000159322203e+001°)
1.88799134909627e+002	(1.09889111315912e+002dB,9.00000159689521e+001°)
1.89234361864495e+002	(1.09869111241903e+002dB,9.00000160057045e+001°)
1.89670592121112e+002	(1.09849111167553e+002dB,9.00000160425708e+001°)
1.90107827992327e+002	(1.09829111092860e+002dB,9.00000160796002e+001°)
1.90546071796322e+002	(1.09809111017822e+002dB,9.00000161167188e+001°)
1.90985325856621e+002	(1.09789110942437e+002dB,9.00000161538105e+001°)
1.91425592502106e+002	(1.09769110866705e+002dB,9.00000161910691e+001°)
1.91866874067026e+002	(1.09749110790623e+002dB,9.00000162284090e+001°)
1.92309172891013e+002	(1.09729110714190e+002dB,9.00000162658193e+001°)
1.92752491319091e+002	(1.09709110637404e+002dB,9.00000163033237e+001°)
1.93196831701689e+002	(1.09689110560264e+002dB,9.00000163409030e+001°)
1.93642196394658e+002	(1.09669110482767e+002dB,9.00000163785724e+001°)
1.94088587759275e+002	(1.09649110404913e+002dB,9.00000164163043e+001°)
1.94536008162263e+002	(1.09629110326700e+002dB,9.00000164541827e+001°)
1.94984459975802e+002	(1.09609110248125e+002dB,9.00000164920943e+001°)
1.95433945577536e+002	(1.09589110169188e+002dB,9.00000165301145e+001°)
1.95884467350596e+002	(1.09569110089887e+002dB,9.00000165682372e+001°)
1.96336027683602e+002	(1.09549110010219e+002dB,9.00000166064138e+001°)
1.96788628970681e+002	(1.09529109930184e+002dB,9.00000166446682e+001°)
1.97242273611482e+002	(1.09509109849779e+002dB,9.00000166830578e+001°)
1.97696964011183e+002	(1.09489109769003e+002dB,9.00000167215214e+001°)
1.98152702580507e+002	(1.09469109687855e+002dB,9.00000167599941e+001°)
1.98609491735734e+002	(1.09449109606331e+002dB,9.00000167986714e+001°)
1.99067333898716e+002	(1.09429109524432e+002dB,9.00000168374038e+001°)
1.99526231496885e+002	(1.09409109442154e+002dB,9.00000168762270e+001°)
1.99986186963271e+002	(1.09389109359497e+002dB,9.00000169151340e+001°)
2.00447202736513e+002	(1.09369109276458e+002dB,9.00000169541513e+001°)
2.00909281260870e+002	(1.09349109193036e+002dB,9.00000169931889e+001°)
2.01372424986236e+002	(1.09329109109228e+002dB,9.00000170323764e+001°)
2.01836636368153e+002	(1.09309109025034e+002dB,9.00000170716150e+001°)
2.02301917867824e+002	(1.09289108940452e+002dB,9.00000171109880e+001°)
2.02768271952125e+002	(1.09269108855478e+002dB,9.00000171504624e+001°)
2.03235701093619e+002	(1.09249108770113e+002dB,9.00000171899640e+001°)
2.03704207770569e+002	(1.09229108684354e+002dB,9.00000172295993e+001°)
2.04173794466950e+002	(1.09209108598199e+002dB,9.00000172693222e+001°)
2.04644463672464e+002	(1.09189108511646e+002dB,9.00000173091195e+001°)
2.05116217882553e+002	(1.09169108424693e+002dB,9.00000173490465e+001°)
2.05589059598411e+002	(1.09149108337339e+002dB,9.00000173890808e+001°)
2.06062991326997e+002	(1.09129108249582e+002dB,9.00000174290865e+001°)
2.06538015581050e+002	(1.09109108161420e+002dB,9.00000174692874e+001°)
2.07014134879101e+002	(1.09089108072851e+002dB,9.00000175096112e+001°)
2.07491351745488e+002	(1.09069107983874e+002dB,9.00000175498732e+001°)
2.07969668710366e+002	(1.09049107894485e+002dB,9.00000175903547e+001°)
2.08449088309726e+002	(1.09029107804684e+002dB,9.00000176309702e+001°)
2.08929613085401e+002	(1.09009107714468e+002dB,9.00000176715943e+001°)
2.09411245585086e+002	(1.08989107623836e+002dB,9.00000177123491e+001°)
2.09893988362349e+002	(1.08969107532786e+002dB,9.00000177531725e+001°)
2.10377843976644e+002	(1.08949107441315e+002dB,9.00000177941050e+001°)
2.10862814993325e+002	(1.08929107349423e+002dB,9.00000178351113e+001°)
2.11348903983661e+002	(1.08909107257106e+002dB,9.00000178762583e+001°)
2.11836113524847e+002	(1.08889107164363e+002dB,9.00000179173951e+001°)
2.12324446200018e+002	(1.08869107071191e+002dB,9.00000179587562e+001°)
2.12813904598268e+002	(1.08849106977590e+002dB,9.00000180001465e+001°)
2.13304491314654e+002	(1.08829106883557e+002dB,9.00000180416141e+001°)
2.13796208950220e+002	(1.08809106789089e+002dB,9.00000180832021e+001°)
2.14289060112002e+002	(1.08789106694186e+002dB,9.00000181248785e+001°)
2.14783047413050e+002	(1.08769106598845e+002dB,9.00000181666767e+001°)
2.15278173472434e+002	(1.08749106503063e+002dB,9.00000182085905e+001°)
2.15774440915263e+002	(1.08729106406839e+002dB,9.00000182505742e+001°)
2.16271852372698e+002	(1.08709106310172e+002dB,9.00000182926124e+001°)
2.16770410481966e+002	(1.08689106213058e+002dB,9.00000183347891e+001°)
2.17270117886371e+002	(1.08669106115495e+002dB,9.00000183770792e+001°)
2.17770977235312e+002	(1.08649106017483e+002dB,9.00000184194186e+001°)
2.18272991184296e+002	(1.08629105919018e+002dB,9.00000184618423e+001°)
2.18776162394951e+002	(1.08609105820098e+002dB,9.00000185044830e+001°)
2.19280493535041e+002	(1.08589105720722e+002dB,9.00000185471253e+001°)
2.19785987278479e+002	(1.08569105620888e+002dB,9.00000185898582e+001°)
2.20292646305342e+002	(1.08549105520592e+002dB,9.00000186326970e+001°)
2.20800473301886e+002	(1.08529105419834e+002dB,9.00000186756522e+001°)
2.21309470960560e+002	(1.08509105318610e+002dB,9.00000187186615e+001°)
2.21819641980018e+002	(1.08489105216919e+002dB,9.00000187618611e+001°)
2.22330989065136e+002	(1.08469105114759e+002dB,9.00000188051116e+001°)
2.22843514927026e+002	(1.08449105012127e+002dB,9.00000188484380e+001°)
2.23357222283049e+002	(1.08429104909022e+002dB,9.00000188918940e+001°)
2.23872113856830e+002	(1.08409104805440e+002dB,9.00000189354944e+001°)
2.24388192378273e+002	(1.08389104701381e+002dB,9.00000189791487e+001°)
2.24905460583574e+002	(1.08369104596841e+002dB,9.00000190228623e+001°)
2.25423921215239e+002	(1.08349104491819e+002dB,9.00000190667357e+001°)
2.25943577022094e+002	(1.08329104386311e+002dB,9.00000191106643e+001°)
2.26464430759302e+002	(1.08309104280317e+002dB,9.00000191547382e+001°)
2.26986485188378e+002	(1.08289104173834e+002dB,9.00000191988436e+001°)
2.27509743077203e+002	(1.08269104066859e+002dB,9.00000192431594e+001°)
2.28034207200038e+002	(1.08249103959390e+002dB,9.00000192874962e+001°)
2.28559880337539e+002	(1.08229103851426e+002dB,9.00000193319566e+001°)
2.29086765276773e+002	(1.08209103742963e+002dB,9.00000193765393e+001°)
2.29614864811232e+002	(1.08189103633999e+002dB,9.00000194212051e+001°)
2.30144181740846e+002	(1.08169103524532e+002dB,9.00000194659756e+001°)
2.30674718872003e+002	(1.08149103414560e+002dB,9.00000195108345e+001°)
2.31206479017555e+002	(1.08129103304081e+002dB,9.00000195558255e+001°)
2.31739464996843e+002	(1.08109103193091e+002dB,9.00000196008899e+001°)
2.32273679635706e+002	(1.08089103081589e+002dB,9.00000196460613e+001°)
